ID,score,is_solution
XGene2168__6557_reverseEXCHANGE1,2,0
XGene2168__6558EXCHANGE2,2,0
X6558,2,0
XGene2168__6558_reverseEXCHANGE2,3,0
XGene2169__6557EXCHANGE1,2,0
XGene2169__6557_reverseEXCHANGE1,1,0
XGene2169__6558EXCHANGE2,2,0
XGene2169__6558_reverseEXCHANGE2,1,0
XGene2174__NMNtnEXCHANGE1,2,0
XGene2174__NMNtn_reverseEXCHANGE1,2,0
XGene2180__NOtEXCHANGE1,2,0
XGene2180__NOt_reverseEXCHANGE1,2,0
XGene2182__NPTHLteEXCHANGE1,2,0
XGene2182__NPTHLte_reverseEXCHANGE1,2,0
XMetab__123747___c____,2,0
XGene2183__NRPPHRSFtEXCHANGE1,2,0
XGene2185__6530EXCHANGE2,2,0
XGene2185__6530_reverseEXCHANGE2,3,0
XGene2185__6531EXCHANGE2,1,0
XGene2185__6531_reverseEXCHANGE2,1,0
XGene2186__6581EXCHANGE1,2,0
XGene2186__6581_reverseEXCHANGE1,1,0
XGene2186__6582EXCHANGE1,1,0
XGene2186__6582_reverseEXCHANGE1,2,0
XGene2186__6580EXCHANGE1,1,0
XGene2186__6580_reverseEXCHANGE1,2,0
XGene2187__6570EXCHANGE1,2,0
XGene2187__6571EXCHANGE1,2,0
XGene2188__NRVNCCOAtxEXCHANGE1,2,0
XGene2188__NRVNCCOAtx_reverseEXCHANGE1,1,0
XMetab__5359597___c____,2,0
XGene2208__O2StEXCHANGE1,2,0
XGene2208__O2St_reverseEXCHANGE1,2,0
XGene2209__O2StmEXCHANGE1,1,0
XGene2209__O2Stm_reverseEXCHANGE1,2,0
XMetab__5359597___m____,2,0
XGene2210__O2StnEXCHANGE1,2,0
XGene2210__O2Stn_reverseEXCHANGE1,2,0
XMetab__5359597___n____,1,0
XGene2211__O2StxEXCHANGE1,3,0
XGene2211__O2Stx_reverseEXCHANGE1,2,0
XMetab__5359597___x____,2,0
XMetab__oagd3_hs___c____,2,0
XGene2216__OAGD3teEXCHANGE1,2,0
XGene2216__OAGD3te_reverseEXCHANGE1,1,0
XGene2217__OAGD3tgEXCHANGE1,2,0
XGene2217__OAGD3tg_reverseEXCHANGE1,2,0
XMetab__oagd3_hs___g____,3,0
XMetab__oagt3_hs___c____,2,0
XGene2218__OAGT3teEXCHANGE1,1,0
XGene2218__OAGT3te_reverseEXCHANGE1,2,0
XGene2219__OAGT3tgEXCHANGE1,2,0
XGene2219__OAGT3tg_reverseEXCHANGE1,2,0
XMetab__oagt3_hs___g____,1,0
XGene2223__10998EXCHANGE1,3,0
XGene2223__10998_reverseEXCHANGE1,2,0
XGene2224__10998EXCHANGE1,2,0
XGene2224__10998_reverseEXCHANGE1,1,0
XGene2226__OCTAtEXCHANGE1,2,0
XGene2226__OCTAt_reverseEXCHANGE1,1,0
XGene2227__ODECOAtxEXCHANGE1,2,0
XGene2227__ODECOAtx_reverseEXCHANGE1,2,0
XGene2231__OMEPRAZOLEteEXCHANGE1,2,0
XGene2231__OMEPRAZOLEte_reverseEXCHANGE1,3,0
XGene2232__ONPTHLteEXCHANGE1,3,0
XGene2232__ONPTHLte_reverseEXCHANGE1,1,0
XMetab__108063___c____,2,0
XGene2236__ORETNtnEXCHANGE1,2,0
XGene2236__ORETNtn_reverseEXCHANGE1,2,0
XGene2237__ORETNtn2EXCHANGE1,2,0
XGene2237__ORETNtn2_reverseEXCHANGE1,2,0
XGene2238__83884EXCHANGE1,2,0
XGene2238__83884_reverseEXCHANGE1,1,0
XGene2238__10166EXCHANGE1,1,0
XGene2238__10166_reverseEXCHANGE1,2,0
XGene2239__10166EXCHANGE1,1,0
XGene2239__10166EXCHANGE2,2,1
XGene2239__10166_reverseEXCHANGE1,2,0
XGene2239__10166_reverseEXCHANGE2,1,0
XGene2239__83884EXCHANGE1,2,0
XGene2239__83884EXCHANGE2,3,0
XGene2239__83884_reverseEXCHANGE1,2,0
XGene2239__83884_reverseEXCHANGE2,2,0
XGene2241__6542EXCHANGE1,2,0
XGene2241__6541EXCHANGE2,2,0
XGene2241__84889EXCHANGE1,2,0
XGene2243__1836EXCHANGE1,3,0
XGene2243__10861EXCHANGE1,3,0
XGene2243__1811EXCHANGE1,2,0
XMetab__971___x____,3,0
XGene2244__OXAtpEXCHANGE1,1,0
XGene2297__PA_HSterEXCHANGE1,2,0
XGene2297__PA_HSter_reverseEXCHANGE1,3,0
XGene2298__PA_HStgEXCHANGE1,3,0
XGene2298__PA_HStg_reverseEXCHANGE1,2,0
XMetab__pa_hs___g____,1,0
XGene2299__PA_HStnEXCHANGE1,2,0
XGene2299__PA_HStn_reverseEXCHANGE1,2,0
XMetab__pa_hs___n____,2,0
XGene2304__PAIL_HStnEXCHANGE1,2,0
XGene2304__PAIL_HStn_reverseEXCHANGE1,1,0
XGene2305__PAIL45P_HStnEXCHANGE1,2,0
XGene2305__PAIL45P_HStn_reverseEXCHANGE1,1,0
XGene2306__PAIL4P_HStnEXCHANGE1,1,0
XGene2306__PAIL4P_HStn_reverseEXCHANGE1,3,0
XGene2308__347734EXCHANGE1,2,0
XGene2308__347734_reverseEXCHANGE1,2,0
XMetab__159296___g____,2,0
XGene2309__PAPtgEXCHANGE1,1,0
XMetab__9548602___m____,2,0
XGene2319__PCREATtmdiffirEXCHANGE1,1,0
XGene2320__PCRNtcEXCHANGE1,2,0
XGene2321__788EXCHANGE1,2,0
XGene2321__788_reverseEXCHANGE1,1,0
XGene2331__PE_HSterEXCHANGE1,2,0
XGene2331__PE_HSter_reverseEXCHANGE1,1,0
XGene2332__PE_HStmEXCHANGE1,2,0
XGene2332__PE_HStm_reverseEXCHANGE1,1,0
XGene2334__10396EXCHANGE1,1,0
XGene2334__57194EXCHANGE1,2,0
XGene2334__5244EXCHANGE2,2,0
X5244,2,0
XGene2335__10396EXCHANGE1,2,0
XGene2335__57194EXCHANGE1,2,0
XGene2338__PERILLYLteEXCHANGE1,2,0
XGene2338__PERILLYLte_reverseEXCHANGE1,2,0
XMetab__10819___c____,2,0
XGene2340__PEtEXCHANGE1,2,0
XGene2340__PEt_reverseEXCHANGE1,2,0
XGene2351__PGLYCtEXCHANGE1,2,0
XGene2351__PGLYCt_reverseEXCHANGE1,2,0
XMetab__92258___c____,2,0
XGene2359__PHEACGLNtEXCHANGE1,1,0
XGene2359__PHEACGLNt_reverseEXCHANGE1,2,0
XMetab__pheme___m____,2,0
XGene2360__PHEMEtmEXCHANGE1,2,0
XGene2360__PHEMEtm_reverseEXCHANGE1,2,0
XGene2361__54407EXCHANGE2,2,0
XGene2361__84889EXCHANGE1,3,0
XGene2361__11254EXCHANGE1,2,0
XGene2361__6542EXCHANGE1,2,0
XGene2361__81539EXCHANGE1,2,0
XGene2361__6541EXCHANGE2,2,0
XGene2361__55089EXCHANGE1,3,0
XGene2361__340024_57393EXCHANGE1,2,0
XGene2361__59272EXCHANGE1,1,0
XGene2363__117247EXCHANGE1,2,0
XGene2363__117247_reverseEXCHANGE1,3,0
XGene2363__124935EXCHANGE1,2,0
XGene2363__124935_reverseEXCHANGE1,1,0
XGene2363__8501EXCHANGE1,1,0
XGene2363__8501_reverseEXCHANGE1,2,0
XGene2367__PHYQtEXCHANGE1,2,0
XGene2368__PHYTtEXCHANGE1,2,0
XGene2368__PHYTt_reverseEXCHANGE1,2,0
XGene2417__8884EXCHANGE1,2,0
XGene2423__PPAtEXCHANGE1,2,0
XGene2424__PPAtmEXCHANGE1,1,0
XGene2429__PPMI12346PtnEXCHANGE1,2,0
XGene2429__PPMI12346Ptn_reverseEXCHANGE1,2,0
XGene2431__PPPG9tmEXCHANGE1,1,0
XGene2431__PPPG9tm_reverseEXCHANGE1,2,0
XMetab__121893___m____,1,0
XGene2438__PRGNLONEtmEXCHANGE1,2,0
XGene2438__PRGNLONEtm_reverseEXCHANGE1,1,0
XMetab__53477678___m____,1,0
XGene2439__PRGNLONEtrEXCHANGE1,2,0
XGene2439__PRGNLONEtr_reverseEXCHANGE1,3,0
XGene2440__PRGSTRNtEXCHANGE1,1,0
XGene2440__PRGSTRNt_reverseEXCHANGE1,1,0
XGene2441__PRISTANALtxEXCHANGE1,1,0
XGene2441__PRISTANALtx_reverseEXCHANGE1,3,0
XGene2442__PRISTCOAtxEXCHANGE1,2,0
XGene2442__PRISTCOAtx_reverseEXCHANGE1,2,0
XMetab__25137904___c____,1,0
XGene2443__PRISTtxEXCHANGE1,2,0
XGene2443__PRISTtx_reverseEXCHANGE1,1,0
XMetab__8988___e____,2,0
XGene2445__206358EXCHANGE1,1,0
XGene2445__206358_reverseEXCHANGE1,2,0
XMetab__8988___c____,1,0
XGene2446__6578EXCHANGE1,2,0
XGene2446__6578_reverseEXCHANGE1,1,0
XGene2447__6578EXCHANGE1,2,0
XGene2447__6578_reverseEXCHANGE1,1,0
XGene2448__10257EXCHANGE1,2,0
XGene2449__28231EXCHANGE1,2,0
XGene2449__28231_reverseEXCHANGE1,2,0
XGene2449__6578EXCHANGE1,2,0
XGene2449__6578_reverseEXCHANGE1,3,0
XGene2449__28232EXCHANGE1,2,0
XGene2449__28232_reverseEXCHANGE1,2,0
XGene2449__6579EXCHANGE1,3,0
XGene2449__6579_reverseEXCHANGE1,1,0
XGene2450__6582EXCHANGE1,1,0
XGene2450__6582_reverseEXCHANGE1,3,0
XGene2450__6580EXCHANGE1,1,0
XGene2450__6580_reverseEXCHANGE1,2,0
XGene2451__10257EXCHANGE1,2,0
XGene2452__6582EXCHANGE1,2,0
XGene2452__6582_reverseEXCHANGE1,2,0
XGene2452__6580EXCHANGE1,2,0
XGene2452__6580_reverseEXCHANGE1,2,0
XGene2453__PROSTGH2tEXCHANGE1,2,0
XGene2453__PROSTGH2t_reverseEXCHANGE1,2,0
XGene2454__PROSTGI2tEXCHANGE1,2,0
XGene2454__PROSTGI2t_reverseEXCHANGE1,1,0
XGene2455__PROSTGI2trEXCHANGE1,2,0
XGene2455__PROSTGI2tr_reverseEXCHANGE1,1,0
XGene2456__55089EXCHANGE1,2,0
XGene2456__81539EXCHANGE1,2,0
XGene2456__54407EXCHANGE2,1,0
XGene2456__340024_57393EXCHANGE1,1,0
XGene2456__340024_59272EXCHANGE1,3,0
XGene2457__PROtmEXCHANGE1,2,0
XGene2459__10396EXCHANGE1,2,0
XGene2459__57194EXCHANGE1,2,0
XGene2460__10396EXCHANGE1,1,0
XGene2460__57194EXCHANGE1,2,0
XGene2463__PSt3EXCHANGE1,1,0
XGene2463__PSt3_reverseEXCHANGE1,2,0
XGene2466__788EXCHANGE1,2,0
XGene2466__788_reverseEXCHANGE1,2,0
XGene2467__PTDCAtEXCHANGE1,2,0
XGene2467__PTDCAt_reverseEXCHANGE1,1,0
XGene2480__6566EXCHANGE1,2,0
XGene2481__6566EXCHANGE1,2,0
XGene2481__6566_reverseEXCHANGE1,1,0
XGene2481__9194EXCHANGE1,2,0
XGene2481__9194_reverseEXCHANGE1,2,0
XGene2489__RAI2EXCHANGE1,2,0
XGene2489__RAI2_reverseEXCHANGE1,2,0
XGene2492__RAtnEXCHANGE1,1,0
XGene2492__RAtn_reverseEXCHANGE1,1,0
XGene2493__RAtn3EXCHANGE1,2,0
XGene2493__RAtn3_reverseEXCHANGE1,1,0
XGene2495__RBTtEXCHANGE1,2,0
XGene2504__RETFAtEXCHANGE1,2,0
XGene2505__RETFAt1EXCHANGE1,1,0
XGene2506__RETFAt2EXCHANGE1,3,0
XMetab__5281877___c____,1,0
XGene2516__RETNGLCtEXCHANGE1,3,0
XGene2517__RETNGLCt2EXCHANGE1,2,0
XMetab__5281877___r____,1,0
XGene2518__RETNGLCt2rEXCHANGE1,2,0
XGene2519__RETNGLCtrEXCHANGE1,2,0
XGene2520__RETNtEXCHANGE1,2,0
XGene2520__RETNt_reverseEXCHANGE1,2,0
XGene2521__RETNtrEXCHANGE1,3,0
XGene2522__RETNtr2EXCHANGE1,2,0
XGene2524__RIBtEXCHANGE1,2,0
XGene2524__RIBt_reverseEXCHANGE1,2,0
XGene2525__RIBt2EXCHANGE1,2,0
XGene2530__788EXCHANGE1,2,0
XGene2530__788_reverseEXCHANGE1,2,0
XGene2531__RTOTALtEXCHANGE1,2,0
XGene2531__RTOTALt_reverseEXCHANGE1,2,0
XGene2532__RtotaltlEXCHANGE1,2,0
XGene2532__Rtotaltl_reverseEXCHANGE1,3,0
XMetab__Rtotal___l____,1,0
XGene2536__S2L2FN2M2MASNtlyEXCHANGE1,2,0
XGene2537__S2L2N2M2MASNtlyEXCHANGE1,3,0
XGene2610__SARCStexEXCHANGE1,3,0
XGene2611__SARCStmEXCHANGE1,2,0
XGene2612__SARCStpEXCHANGE1,2,0
XGene2619__6342EXCHANGE2,3,0
XGene2619__6342_reverseEXCHANGE2,1,0
XGene2622__Ser_ThrtgEXCHANGE1,2,0
XGene2622__Ser_Thrtg_reverseEXCHANGE1,2,0
XGene2623__6509EXCHANGE1,2,0
XGene2623__6509EXCHANGE2,2,0
XGene2623__6510EXCHANGE1,2,0
XGene2623__6510EXCHANGE2,3,0
XGene2624__6510EXCHANGE1,2,0
XGene2624__6510EXCHANGE2,2,0
XGene2625__6509EXCHANGE1,2,0
XGene2625__6509EXCHANGE2,2,0
XGene2625__6510EXCHANGE1,2,0
XGene2625__6510EXCHANGE2,1,0
XMetab__71077___e____,2,0
XGene2626__56301_6520EXCHANGE1,1,0
XGene2626__56301_6520EXCHANGE2,1,0
XGene2626__56301_6520_reverseEXCHANGE1,1,0
XGene2626__56301_6520_reverseEXCHANGE2,2,0
XMetab__71077___c____,2,0
XGene2627__56301_6520EXCHANGE1,3,0
XGene2627__56301_6520EXCHANGE2,3,0
XGene2627__56301_6520_reverseEXCHANGE1,1,0
XGene2627__56301_6520_reverseEXCHANGE2,1,0
XGene2628__56301_6520EXCHANGE1,1,0
XGene2628__56301_6520EXCHANGE2,1,0
XGene2628__56301_6520_reverseEXCHANGE1,2,0
XGene2628__56301_6520_reverseEXCHANGE2,2,0
XGene2629__6510EXCHANGE1,2,0
XGene2629__6510EXCHANGE2,1,0
XGene2630__56301_6520EXCHANGE1,1,0
XGene2630__56301_6520EXCHANGE2,2,0
XGene2630__56301_6520_reverseEXCHANGE1,2,0
XGene2630__56301_6520_reverseEXCHANGE2,1,0
XGene2632__9056_6519EXCHANGE1,3,0
XGene2632__9056_6519EXCHANGE2,1,0
XGene2634__81539EXCHANGE1,2,0
XGene2634__11254EXCHANGE1,1,0
XGene2634__54407EXCHANGE2,2,0
XGene2634__55089EXCHANGE1,2,0
XGene2634__340024_57393EXCHANGE1,2,0
XGene2634__340024_59272EXCHANGE1,3,0
XGene2635__6509EXCHANGE1,3,0
XGene2635__6509EXCHANGE2,2,0
XGene2635__6510EXCHANGE1,2,0
XGene2635__6510EXCHANGE2,2,0
XGene2636__92745EXCHANGE1,2,0
XGene2636__92745_reverseEXCHANGE1,1,0
XGene2637__SERtpEXCHANGE1,1,0
XGene2637__SERtp_reverseEXCHANGE1,2,0
XGene2639__SGALSIDEtgEXCHANGE1,1,0
XGene2639__SGALSIDEtg_reverseEXCHANGE1,3,0
XMetab__sgalside_hs___g____,1,0
XGene2640__SGALSIDEtlEXCHANGE1,2,0
XGene2640__SGALSIDEtl_reverseEXCHANGE1,2,0
XGene2651__SLDtEXCHANGE1,2,0
XGene2657__65010EXCHANGE1,2,0
XGene2658__115111EXCHANGE1,2,0
XGene2658__115019EXCHANGE1,1,0
XGene2658__1836EXCHANGE1,2,0
XGene2658__116369EXCHANGE1,1,0
XGene2658__284129EXCHANGE1,2,0
XGene2658__10861EXCHANGE1,2,0
XGene2658__1811EXCHANGE1,2,0
XGene2659__65010EXCHANGE1,1,0
XGene2660__26266EXCHANGE1,2,0
XGene2660__26266_reverseEXCHANGE1,1,0
XGene2661__SO4tlEXCHANGE1,2,0
XGene2661__SO4tl_reverseEXCHANGE1,2,0
XGene2663__SPC_HStEXCHANGE1,1,0
XGene2663__SPC_HSt_reverseEXCHANGE1,2,0
XGene2664__SPH1PteEXCHANGE1,2,0
XGene2664__SPH1Pte_reverseEXCHANGE1,3,0
XGene2665__SPH1PtrEXCHANGE1,1,0
XGene2665__SPH1Ptr_reverseEXCHANGE1,2,0
XMetab__91486___r____,1,0
XGene2666__SPHGNtrEXCHANGE1,1,0
XGene2666__SPHGNtr_reverseEXCHANGE1,2,0
XGene2667__SPHINGStlEXCHANGE1,3,0
XGene2667__SPHINGStl_reverseEXCHANGE1,1,0
XMetab__5353955___l____,1,0
XGene2668__SPHINGStrEXCHANGE1,2,0
XGene2668__SPHINGStr_reverseEXCHANGE1,2,0
XMetab__5353955___r____,2,0
XGene2671__SPHMYLNtgEXCHANGE1,2,0
XGene2671__SPHMYLNtg_reverseEXCHANGE1,3,0
XGene2672__SPHMYLNtlEXCHANGE1,2,0
XGene2672__SPHMYLNtl_reverseEXCHANGE1,2,0
XGene2673__SPHS1PteEXCHANGE1,1,0
XGene2673__SPHS1Pte_reverseEXCHANGE1,2,0
XGene2674__SPHS1PtrEXCHANGE1,3,1
XGene2674__SPHS1Ptr_reverseEXCHANGE1,1,0
XGene2688__6532EXCHANGE2,2,0
X6532,3,0
XGene2688__6532_reverseEXCHANGE2,2,0
XGene2689__6580EXCHANGE1,1,0
XGene2689__6580_reverseEXCHANGE1,1,0
XGene2689__6582EXCHANGE1,1,0
XGene2689__6582_reverseEXCHANGE1,2,0
XGene2714__STCOAtxEXCHANGE1,1,0
XGene2714__STCOAtx_reverseEXCHANGE1,1,0
XGene2717__788EXCHANGE1,1,0
XGene2717__788_reverseEXCHANGE1,3,0
XGene2718__STRDNCtEXCHANGE1,1,0
XGene2718__STRDNCt_reverseEXCHANGE1,2,0
XGene2723__1468EXCHANGE1,3,0
XGene2723__1468_reverseEXCHANGE1,1,0
XGene2724__9058EXCHANGE1,2,0
XGene2724__9058_reverseEXCHANGE1,2,1
XGene2725__SUCCtpEXCHANGE1,2,1
XGene2725__SUCCtp_reverseEXCHANGE1,2,0
XMetab__1110___x____,2,1
XGene2732__TAGAT_DtEXCHANGE1,2,0
XGene2733__TAGtEXCHANGE1,3,0
XGene2733__TAGt_reverseEXCHANGE1,4,0
XGene2734__6533EXCHANGE1,1,0
XGene2734__6533_reverseEXCHANGE1,2,0
XGene2735__6533EXCHANGE1,2,0
XGene2735__6533_reverseEXCHANGE1,1,0
XGene2736__TAXOLteEXCHANGE1,2,0
XGene2736__TAXOLte_reverseEXCHANGE1,3,0
XGene2737__28231EXCHANGE1,2,0
XGene2737__28231_reverseEXCHANGE1,2,0
XGene2737__6579EXCHANGE1,2,0
XGene2737__6579_reverseEXCHANGE1,2,0
XGene2737__28234EXCHANGE1,2,0
XGene2737__28234_reverseEXCHANGE1,2,0
XGene2737__10599EXCHANGE1,2,0
XGene2737__10599_reverseEXCHANGE1,1,0
XGene2738__6554EXCHANGE1,2,0
XGene2738__6555EXCHANGE1,1,0
XGene2739__TCHOLAteEXCHANGE1,2,0
XGene2739__TCHOLAte_reverseEXCHANGE1,1,0
XMetab__440567___x____,2,0
XGene2740__TCHOLAtxEXCHANGE1,2,0
XGene2740__TCHOLAtx_reverseEXCHANGE1,2,0
XMetab__9322___c____,1,0
XGene2741__TCYNTtEXCHANGE1,1,0
XGene2742__TCYNTtmEXCHANGE1,1,0
XGene2743__TDCHOLAteEXCHANGE1,2,0
XGene2743__TDCHOLAte_reverseEXCHANGE1,1,0
XGene2744__TDCHOLAtxEXCHANGE1,3,0
XGene2744__TDCHOLAtx_reverseEXCHANGE1,3,0
XGene2747__TETHEX3COAtxEXCHANGE1,2,0
XGene2747__TETHEX3COAtx_reverseEXCHANGE1,3,0
XGene2748__TETHEX3tEXCHANGE1,1,0
XGene2748__TETHEX3t_reverseEXCHANGE1,3,0
XGene2749__TETPENT3COAtxEXCHANGE1,1,0
XGene2749__TETPENT3COAtx_reverseEXCHANGE1,2,0
XGene2752__788EXCHANGE1,3,0
XGene2752__788_reverseEXCHANGE1,2,0
XGene2753__TETPENT3tEXCHANGE1,1,0
XGene2753__TETPENT3t_reverseEXCHANGE1,3,0
XGene2754__TETPENT6COAtxEXCHANGE1,1,0
XGene2754__TETPENT6COAtx_reverseEXCHANGE1,2,0
XGene2757__788EXCHANGE1,1,0
XGene2757__788_reverseEXCHANGE1,2,0
XGene2758__TETPENT6tEXCHANGE1,1,0
XGene2758__TETPENT6t_reverseEXCHANGE1,2,0
XGene2759__TETTET6COAtxEXCHANGE1,2,0
XGene2759__TETTET6COAtx_reverseEXCHANGE1,2,0
XGene2762__788EXCHANGE1,3,0
XGene2762__788_reverseEXCHANGE1,2,0
XGene2763__TETTET6tEXCHANGE1,1,0
XGene2763__TETTET6t_reverseEXCHANGE1,2,0
XGene2765__THCHOLSTOICtmEXCHANGE1,2,0
XGene2765__THCHOLSTOICtm_reverseEXCHANGE1,2,0
XGene2767__6573EXCHANGE1,2,0
XGene2767__6573_reverseEXCHANGE1,1,0
XGene2768__THFtlEXCHANGE1,1,0
XGene2768__THFtl_reverseEXCHANGE1,3,0
XMetab__91443___l____,2,0
XGene2769__THFtmEXCHANGE1,2,0
XGene2769__THFtm_reverseEXCHANGE1,2,0
XGene2770__9154EXCHANGE1,2,0
XGene2770__64078EXCHANGE1,2,0
XGene2771__6573EXCHANGE1,2,0
XGene2771__6573_reverseEXCHANGE1,3,0
XGene2772__THMMPtmEXCHANGE1,3,0
XGene2772__THMMPtm_reverseEXCHANGE1,1,0
XMetab__3382778___m____,2,0
XGene2775__THMt2mEXCHANGE1,2,0
XGene2777__6573EXCHANGE1,2,0
XGene2778__THP2CtpEXCHANGE1,1,0
XGene2778__THP2Ctp_reverseEXCHANGE1,1,0
XMetab__165067___x____,2,0
XGene2779__6509EXCHANGE1,1,0
XGene2779__6509EXCHANGE2,1,0
XGene2779__6510EXCHANGE1,2,0
XGene2779__6510EXCHANGE2,2,0
XGene2780__6510EXCHANGE1,3,0
XGene2780__6510EXCHANGE2,2,0
XGene2781__6509EXCHANGE1,1,0
XGene2781__6509EXCHANGE2,2,0
XGene2781__6510EXCHANGE1,2,0
XGene2781__6510EXCHANGE2,1,0
XGene2782__56301_6520EXCHANGE1,3,0
XGene2782__56301_6520EXCHANGE2,2,0
XGene2782__56301_6520_reverseEXCHANGE1,2,0
XGene2782__56301_6520_reverseEXCHANGE2,2,0
XGene2783__6510EXCHANGE1,2,0
XGene2783__6510EXCHANGE2,2,0
XGene2784__56301_6520EXCHANGE1,1,0
XGene2784__56301_6520EXCHANGE2,2,0
XGene2784__56301_6520_reverseEXCHANGE1,3,0
XGene2784__56301_6520_reverseEXCHANGE2,1,0
XGene2785__6509EXCHANGE1,2,0
XGene2785__6509EXCHANGE2,2,0
XGene2785__6510EXCHANGE1,2,0
XGene2785__6510EXCHANGE2,2,0
XGene2786__11254EXCHANGE1,2,0
XGene2786__81539EXCHANGE1,1,0
XGene2786__54407EXCHANGE2,2,0
XGene2786__340024_57393EXCHANGE1,1,0
XGene2786__340024_59272EXCHANGE1,2,0
XGene2787__3177EXCHANGE1,2,0
XGene2787__2030EXCHANGE1,1,0
XMetab__5789___l____,2,0
XGene2788__55315EXCHANGE1,2,0
XGene2788__55315_reverseEXCHANGE1,2,0
XGene2789__2030EXCHANGE1,1,0
XGene2789__2030_reverseEXCHANGE1,1,0
XGene2790__3177EXCHANGE1,1,0
XGene2790__3177_reverseEXCHANGE1,2,0
XGene2791__53919EXCHANGE1,2,0
XGene2791__53919_reverseEXCHANGE1,1,0
XGene2791__6579EXCHANGE1,2,0
XGene2791__6579_reverseEXCHANGE1,2,0
XGene2791__28231EXCHANGE1,4,0
XGene2791__28231_reverseEXCHANGE1,1,0
XGene2791__10599EXCHANGE1,2,0
XGene2791__10599_reverseEXCHANGE1,2,0
XGene2792__6567EXCHANGE1,3,0
XGene2792__6567_reverseEXCHANGE1,2,0
XGene2799__TMNDNCCOAtxEXCHANGE1,2,0
XGene2799__TMNDNCCOAtx_reverseEXCHANGE1,3,0
XGene2802__788EXCHANGE1,1,0
XGene2802__788_reverseEXCHANGE1,3,0
XGene2803__TMNDNCtEXCHANGE1,2,0
XGene2803__TMNDNCt_reverseEXCHANGE1,1,0
XGene2804__TOLBUTAMIDEteEXCHANGE1,2,0
XGene2804__TOLBUTAMIDEte_reverseEXCHANGE1,3,0
XGene2810__TRIODTHYSUFtEXCHANGE1,3,0
XGene2812__28234EXCHANGE1,2,0
XGene2812__28234_reverseEXCHANGE1,2,0
XGene2812__28231EXCHANGE1,2,0
XGene2812__28231_reverseEXCHANGE1,2,0
XGene2812__10599EXCHANGE1,1,0
XGene2812__10599_reverseEXCHANGE1,3,0
XGene2812__6579EXCHANGE1,2,0
XGene2812__6579_reverseEXCHANGE1,2,0
XGene2812__53919EXCHANGE1,2,0
XGene2812__53919_reverseEXCHANGE1,2,0
XGene2813__6567EXCHANGE1,2,0
XGene2813__6567_reverseEXCHANGE1,2,0
XGene2817__11254EXCHANGE1,2,0
XGene2817__340024_57393EXCHANGE1,2,0
XGene2817__340024_59272EXCHANGE1,2,0
XGene2820__4363EXCHANGE2,2,0
XMetab__108192___c____,1,0
XGene2821__TSTSTERONEGLCtrEXCHANGE1,1,0
XGene2821__TSTSTERONEGLCtr_reverseEXCHANGE1,1,0
XMetab__108192___r____,2,0
XMetab__119207___c____,3,0
XGene2822__TSTSTERONESteEXCHANGE1,2,0
XGene2822__TSTSTERONESte_reverseEXCHANGE1,2,0
XGene2824__TSTSTERONEtEXCHANGE1,3,0
XGene2824__TSTSTERONEt_reverseEXCHANGE1,1,0
XGene2825__TSTSTERONEtrEXCHANGE1,2,0
XGene2825__TSTSTERONEtr_reverseEXCHANGE1,3,0
XGene2826__6561EXCHANGE1,1,0
XGene2826__6561_reverseEXCHANGE1,2,0
XGene2827__11001EXCHANGE1,2,0
XGene2827__11001_reverseEXCHANGE1,1,0
XGene2829__788EXCHANGE1,2,0
XGene2829__788_reverseEXCHANGE1,2,0
XGene2830__TXA2teEXCHANGE1,2,0
XGene2830__TXA2te_reverseEXCHANGE1,2,0
XGene2831__TXA2trEXCHANGE1,2,0
XGene2831__TXA2tr_reverseEXCHANGE1,1,0
XMetab__153005___c____,3,0
XGene2833__TYMSFtEXCHANGE1,2,0
XGene2841__117247EXCHANGE1,3,0
XGene2841__117247_reverseEXCHANGE1,2,0
XGene2842__11254EXCHANGE1,2,0
XGene2842__340024_57393EXCHANGE1,1,0
XGene2842__340024_59272EXCHANGE1,2,0
XGene2846__UDPACGALtlEXCHANGE1,2,0
XGene2846__UDPACGALtl_reverseEXCHANGE1,1,0
XGene2849__7355EXCHANGE1,2,0
XGene2849__7355EXCHANGE2,2,0
XGene2849__7355_reverseEXCHANGE1,2,0
XGene2849__7355_reverseEXCHANGE2,2,0
XGene2851__23169EXCHANGE2,2,0
XGene2851__23169EXCHANGE1,2,0
XGene2851__23169_reverseEXCHANGE1,2,0
XGene2851__23169_reverseEXCHANGE2,3,0
XGene2852__UDPGLCAtgEXCHANGE1,2,0
XGene2852__UDPGLCAtgEXCHANGE2,2,0
XGene2852__UDPGLCAtg_reverseEXCHANGE1,1,0
XGene2852__UDPGLCAtg_reverseEXCHANGE2,1,0
XGene2853__UDPGLCterEXCHANGE2,2,0
XGene2853__UDPGLCterEXCHANGE1,2,0
XGene2853__UDPGLCter_reverseEXCHANGE1,2,0
XGene2853__UDPGLCter_reverseEXCHANGE2,2,0
XMetab__439179___c____,3,0
XGene2858__UDPXYLterEXCHANGE1,1,0
XGene2858__UDPXYLterEXCHANGE2,2,0
XGene2858__UDPXYLter_reverseEXCHANGE1,2,0
XGene2858__UDPXYLter_reverseEXCHANGE2,2,0
XGene2859__84912EXCHANGE1,1,0
XGene2859__84912EXCHANGE2,2,0
XGene2859__84912_reverseEXCHANGE1,2,0
